flight,long,lat,alt,manufacturer,model,squawk,mph,spotted,cluster,anomaly
DLX24,-118.329,34.7576,0.3165541231839574,DASSAULT AVIATION,MYSTERE FALCON 900,6752.0,0.7047619047619047,2022-12-21 12:20:00,2,False
N954LA,-118.079,34.7073,0.0065479844485369365,AMERICAN EUROCOPTER CORP,AS350B2,1206.0,0.7047619047619047,2022-12-21 12:20:00,1,False
SKW5593,-117.892,34.5431,0.28299570288520565,EMBRAER S A,ERJ 170-200 LR,3365.0,0.7847619047619048,2022-12-21 12:30:00,0,False
ASA566,-118.458,34.3875,0.27481072232453446,BOEING,737-9,1572.0,0.7752380952380953,2022-12-21 12:30:00,3,False
SKW4896,-117.841,34.3784,0.22570083896050747,BOMBARDIER INC,CL-600-2C10,7372.0,0.8057142857142856,2022-12-21 12:30:00,0,False
ATN3464,-117.923,34.5673,0.14037241661551053,BOEING,767-338,6035.0,0.6799999999999999,2022-12-21 12:30:00,0,False
N73415,-118.037,34.7526,0.10783711888684265,RAYTHEON AIRCRAFT COMPANY,C90GT,4762.0,0.7047619047619047,2022-12-21 12:40:00,1,False
ENY3890,-118.303,34.7536,0.2572130141190915,EMBRAER S A,ERJ 170-200 LR,7317.0,0.8323809523809522,2022-12-21 12:40:00,1,False
SWA3227,-118.692,34.5215,0.28258645385717207,BOEING,737-7H4,7261.0,0.8247619047619048,2022-12-21 12:40:00,3,False
N19HT,-118.056,34.4419,0.3386535706977696,GULFSTREAM AEROSPACE CORP,GVII-G500,5717.0,0.9199999999999999,2022-12-21 12:40:00,1,True
SKW938P,-118.585,34.5387,0.2756292203806016,EMBRAER S A,ERJ 170-200 LR,1622.0,0.7047619047619047,2022-12-21 12:40:00,3,False
N702SS,-118.081,34.6279,0.07223245344792306,HAWKER BEECHCRAFT CORP,HAWKER 900XP,4723.0,0.5866666666666667,2022-12-21 12:40:00,1,False
ENY4004,-118.046,34.6366,0.2832003273992224,EMBRAER S A,ERJ 170-200 LR,2377.0,0.8114285714285714,2022-12-21 12:40:00,1,False
N469HP,-117.956,34.6055,0.11684059750358093,PIPER,PA-46-310P,7764.0,0.7047619047619047,2022-12-21 12:40:00,1,False
AAL1271,-117.82,34.7012,0.16267648864333945,AIRBUS INDUSTRIE,A320-232,7227.0,0.8457142857142856,2022-12-21 12:40:00,0,False
OCEAN11,-118.257,34.6825,0.03580928995293636,Unknown,Unknown,4673.0,0.26666666666666666,2022-12-21 12:40:00,1,True
AAL1981,-117.461,34.6462,0.2627378759975445,AIRBUS,A319-132,2322.0,0.7047619047619047,2022-12-21 12:50:00,0,False
AAL813,-117.777,34.3032,0.13587067730714136,AIRBUS INDUSTRIE,A321-211,6754.0,0.7847619047619048,2022-12-21 12:50:00,0,False
N74878,-118.17,34.7701,0.05729486392469818,GRUMMAN AMERICAN AVN. CORP.,AA-5B,7664.0,0.7047619047619047,2022-12-21 12:50:00,1,False
UAL1736,-117.651,34.6762,0.2827910783711889,BOEING,777-222,5641.0,0.8799999999999999,2022-12-21 12:50:00,0,False
JSX105,-117.993,34.6284,0.08430529977491304,EMBRAER,EMB-135ER,4647.0,0.7047619047619047,2022-12-21 12:50:00,1,False
N39CL,-118.162,34.6416,0.014323715981174545,BELL,407,1200.0,0.7047619047619047,2022-12-21 12:50:00,1,False
AAY1589,-118.725,34.6261,0.2563945160630243,AIRBUS,A320-214,7643.0,0.8361904761904762,2022-12-21 12:50:00,3,False
N954SP,-117.776,34.6573,0.14958051974626557,BOMBARDIER INC,BD-700-1A10,5764.0,0.7809523809523808,2022-12-21 12:50:00,0,False
QXE2134,-118.39,34.8575,0.25557601800695723,EMBRAER S A,ERJ 170-200 LR,7377.0,0.7714285714285714,2022-12-21 12:50:00,2,False
REALM14,-117.562,34.6959,0.3069367710251688,Unknown,Unknown,2621.0,0.8799999999999999,2022-12-21 12:50:00,0,False
JRE834,-118.251,34.6587,0.3147125025578064,CESSNA,560XL,6030.0,0.6914285714285715,2022-12-21 12:50:00,1,False
N469HP,-118.391,34.8048,0.1483527726621649,PIPER,PA-46-310P,7764.0,0.23238095238095235,2022-12-21 12:50:00,1,True
GAJ904,-118.31,34.4852,0.10108450992428893,CESSNA,750,6711.0,0.6000000000000001,2022-12-21 13:00:00,1,False
AIP2938,-118.14,34.6008,0.051565377532228354,BEECH,1900,543.0,0.7047619047619047,2022-12-21 13:00:00,1,False
AAL1187,-118.086,34.6498,0.1475342746060978,AIRBUS INDUSTRIE,A319-132,3451.0,0.6361904761904762,2022-12-21 13:00:00,1,False
SWA3069,-118.513,34.6101,0.20503376304481274,BOEING,737-7K9,2415.0,0.8361904761904762,2022-12-21 13:00:00,3,False
UAL415,-118.242,34.5223,0.23654593820339676,BOEING,737-824,6655.0,0.8152380952380953,2022-12-21 13:00:00,1,False
ASH5892,-117.683,34.6735,0.24718641293226928,BOMBARDIER INC,CL-600-2D24,6353.0,0.819047619047619,2022-12-21 13:00:00,0,False
HAL51,-118.837,34.5793,0.2999795375485983,AIRBUS,A330-243,1062.0,0.7047619047619047,2022-12-21 13:00:00,3,False
N4174V,-118.426,34.8995,0.1643134847554737,PIPER,PA46-500TP,6767.0,0.7047619047619047,2022-12-21 13:00:00,2,False
OCEAN11,-118.14,34.6497,0.011254348270922858,Unknown,Unknown,4673.0,0.7047619047619047,2022-12-21 13:00:00,1,False
MXY601,-117.978,34.4201,0.1829343155310006,EMBRAER,ERJ 190-100 IGW,7730.0,0.6914285714285715,2022-12-21 13:10:00,1,False
EJA667,-117.893,34.5578,0.07366482504604051,TEXTRON AVIATION INC,680A,5301.0,0.7047619047619047,2022-12-21 13:10:00,0,False
COL375,-117.721,34.6685,0.10886024145692653,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,3227.0,0.7047619047619047,2022-12-21 13:10:00,0,False
TWY670,-117.837,34.6998,0.16103949253120525,GULFSTREAM AEROSPACE CORP,GVI (G650ER),6725.0,0.7847619047619048,2022-12-21 13:10:00,0,False
AAL2393,-118.35,34.8286,0.21587886228770203,BOEING,737-823,5722.0,0.8723809523809523,2022-12-21 13:10:00,2,False
UAL2307,-118.445,34.6357,0.28197258031512173,BOEING,757-224,2736.0,0.8323809523809522,2022-12-21 13:10:00,3,False
N8898Q,-118.041,34.6812,0.014732965009208107,CESSNA,TU206G,461.0,0.7047619047619047,2022-12-21 13:10:00,1,False
N402CT,-117.86,34.6544,0.19009617352158786,RAYTHEON AIRCRAFT COMPANY,B200,4611.0,0.7047619047619047,2022-12-21 13:10:00,0,False
SWA3429,-118.387,34.8551,0.2774708410067526,BOEING,737-79P,1077.0,0.8361904761904762,2022-12-21 13:10:00,2,False
N317SP,-118.371,34.8673,0.07755269081235931,CIRRUS DESIGN CORP,SR22T,0.0,0.7047619047619047,2022-12-21 13:10:00,2,False
N39CL,-118.113,34.6707,0.015346838551258443,BELL,407,0.0,0.7047619047619047,2022-12-21 13:10:00,1,False
REH16,-118.169,34.6385,0.00818498056067117,EUROCOPTER DEUTSCHLAND GMBH,EC 135 P2+,1200.0,0.7047619047619047,2022-12-21 13:20:00,1,False
OCEAN11,-118.093,34.6536,0.010845099242889296,Unknown,Unknown,4673.0,0.7047619047619047,2022-12-21 13:20:00,1,False
N850SX,-118.562,34.9343,0.29158993247391035,RAYTHEON CORPORATE JETS INC,HAWKER 800,7002.0,0.7047619047619047,2022-12-21 13:20:00,2,False
SKW3432,-117.947,34.4117,0.26662574176386333,EMBRAER S A,ERJ 170-200 LR,1531.0,0.8019047619047619,2022-12-21 13:20:00,0,False
UAL283,-118.144,34.6133,0.0669122160834868,AIRBUS,A320-232,5633.0,0.5428571428571429,2022-12-21 13:20:00,1,False
UAL384,-118.558,34.6257,0.2827910783711889,BOEING,777-222,3403.0,0.7047619047619047,2022-12-21 13:20:00,3,False
DAL1914,-118.049,34.234,0.2750153468385513,BOEING,737-832,3503.0,0.8419047619047619,2022-12-21 13:20:00,1,True
N8898Q,-118.087,34.7363,0.022508696541845716,CESSNA,TU206G,461.0,0.7047619047619047,2022-12-21 13:20:00,1,False
N5582X,-118.283,34.4781,0.05238387558829548,BEECH,F33A,5377.0,0.7047619047619047,2022-12-21 13:30:00,1,False
DAL2171,-118.498,34.9801,0.2222222222222222,BOEING,737-8EH,6605.0,0.8590476190476191,2022-12-21 13:30:00,2,False
AAL1009,-118.395,34.5012,0.289134438305709,AIRBUS INDUSTRIE,A319-112,1376.0,0.7980952380952382,2022-12-21 13:30:00,3,False
N525PG,-117.982,34.5359,0.12072846326989974,TEXTRON AVIATION INC,525,4766.0,0.3847619047619048,2022-12-21 13:30:00,1,False
ASA144,-118.408,34.4682,0.2582361366891754,BOEING,737-990ER,1604.0,0.8152380952380953,2022-12-21 13:30:00,3,False
CTF684,-118.3,34.7436,0.3020257826887661,TEXTRON AVIATION INC,680A,4101.0,0.8019047619047619,2022-12-21 13:30:00,1,False
OCEAN11,-118.022,34.6519,0.009003478616738288,Unknown,Unknown,4673.0,0.7047619047619047,2022-12-21 13:30:00,1,False
0,-117.917,34.3467,0.07796193984039287,TEXTRON AVIATION INC,B300,4755.0,0.7047619047619047,2022-12-21 13:40:00,0,False
SWA2642,-118.519,34.9207,0.2117863720073665,BOEING,737-7H4,6372.0,0.7619047619047619,2022-12-21 13:40:00,2,False
ASA684,-117.474,34.5072,0.1866175567833026,BOEING,737-990ER,2026.0,0.7047619047619047,2022-12-21 13:40:00,0,False
SKW4888,-117.947,34.4036,0.27481072232453446,EMBRAER S A,ERJ 170-200 LR,3652.0,0.7542857142857142,2022-12-21 13:40:00,0,False
N650KP,-117.677,34.5141,0.29097605893186,CESSNA,650,3765.0,0.7047619047619047,2022-12-21 13:40:00,0,False
N739YZ,-118.353,34.6369,0.030079803560466543,CESSNA,172N,1200.0,0.7047619047619047,2022-12-21 13:40:00,1,False
UAL2070,-117.978,34.6147,0.28299570288520565,AIRBUS INDUSTRIE,A319-131,2003.0,0.8152380952380953,2022-12-21 13:40:00,0,False
N5582X,-117.795,34.6263,0.05647636586863106,BEECH,F33A,5377.0,0.7047619047619047,2022-12-21 13:40:00,0,False
N37TY,-117.858,34.6539,0.10272150603642316,DASSAULT AVIATION,FALCON 7X,7443.0,0.7047619047619047,2022-12-21 13:50:00,0,False
SWA3100,-117.861,34.588,0.2827910783711889,BOEING,737-8H4,1307.0,0.8285714285714285,2022-12-21 13:50:00,0,False
LXJ448,-118.107,34.6672,0.1389400450173931,EMBRAER S A,EMB-545,2004.0,0.7104761904761905,2022-12-21 13:50:00,1,False
QXE2386,-118.101,34.6283,0.16635972989564152,EMBRAER S A,ERJ 170-200 LR,3541.0,0.7180952380952381,2022-12-21 13:50:00,1,False
OCEAN11,-117.932,34.6842,0.019030079803560467,Unknown,Unknown,4673.0,0.25333333333333335,2022-12-21 13:50:00,1,True
SKW3466,-118.485,34.4159,0.2741968487824841,EMBRAER S A,ERJ 170-200 LR,3502.0,0.8019047619047619,2022-12-21 13:50:00,3,False
AAL1208,-117.659,34.7092,0.20380601596071207,BOEING,737-823,0.0,0.8057142857142856,2022-12-21 13:50:00,0,False
N6313C,-118.065,34.7209,0.019643953345610803,PIPER,PA-28-161,4753.0,0.7047619047619047,2022-12-21 13:50:00,1,False
N525KJ,-118.433,34.8873,0.29936566400654796,CESSNA,525C,0.0,0.7047619047619047,2022-12-21 13:50:00,2,False
UAL1623,-118.458,34.3391,0.21321874360548393,BOEING,737-824,7656.0,0.7047619047619047,2022-12-21 14:00:00,3,False
INTEL19,-118.012,34.6185,0.15776550030693676,Unknown,Unknown,3634.0,0.3847619047619048,2022-12-21 14:00:00,1,False
SWA2412,-117.707,34.5466,0.24125230202578268,BOEING,737-8H4,4750.0,0.8361904761904762,2022-12-21 14:00:00,0,False
DAL650,-117.335,34.5637,0.2076938817270309,BOEING,737-832,2051.0,0.7047619047619047,2022-12-21 14:00:00,0,True
MVJ71,-118.634,34.4582,0.20114589727849397,GULFSTREAM AEROSPACE,G-IV,3643.0,0.7580952380952382,2022-12-21 14:00:00,3,False
N680MC,-118.494,34.9286,0.3292408430529977,CESSNA,680,7337.0,0.740952380952381,2022-12-21 14:00:00,2,False
OCEAN11,-118.101,34.6888,0.019234704317577248,Unknown,Unknown,477.0,0.2723809523809524,2022-12-21 14:00:00,1,True
UPS2602,-118.163,34.6312,0.13832617147534276,AIRBUS,A300 F4-622R,5774.0,0.7752380952380953,2022-12-21 14:10:00,1,False
UPS2972,-118.427,34.5137,0.20994475138121543,BOEING,767-34AF,5705.0,0.8419047619047619,2022-12-21 14:10:00,3,False
N847UP,-118.185,34.6827,0.1739308369142623,BEECHCRAFT CORP,B300,3661.0,0.44761904761904764,2022-12-21 14:10:00,1,False
UAL1788,-117.952,34.5504,0.15674237773685284,AIRBUS INDUSTRIE,A319-131,3301.0,0.6799999999999999,2022-12-21 14:10:00,1,False
N704MF,-118.328,34.5723,0.047268262737876,BOMBARDIER INC,BD-700-1A10,6040.0,0.4590476190476191,2022-12-21 14:10:00,1,False
AAY50,-117.645,34.6771,0.20810313075506442,AIRBUS,A319-111,4751.0,0.8761904761904762,2022-12-21 14:10:00,0,False
OCEAN11,-118.092,34.6315,0.0063433599345201555,Unknown,Unknown,477.0,0.7047619047619047,2022-12-21 14:10:00,1,False
EJA757,-118.527,34.9283,0.32310210763249436,BOMBARDIER INC,BD-100-1A10,3357.0,0.8152380952380953,2022-12-21 14:20:00,2,False
N232TJ,-118.232,34.8156,0.07325557601800696,CESSNA,T206H,4667.0,0.7047619047619047,2022-12-21 14:20:00,1,False
N146EX,-118.101,34.6233,0.07816656435440966,DASSAULT,FALCON 900 EX,523.0,0.5485714285714285,2022-12-21 14:20:00,1,False
N288Z,-118.317,34.5751,0.04870063433599345,GULFSTREAM AEROSPACE CORP,GVI (G650),1501.0,0.4552380952380953,2022-12-21 14:20:00,1,False
VXP183,-118.164,34.7026,0.28258645385717207,BOEING,737-7H4,1071.0,0.8152380952380953,2022-12-21 14:20:00,1,False
N24JR,-118.247,34.5907,0.06036423163494986,GULFSTREAM AEROSPACE,GIV-X (G450),7771.0,0.4685714285714286,2022-12-21 14:30:00,1,False
PEG5,-117.728,34.7059,0.2500511561285042,GULFSTREAM AEROSPACE,GV-SP (G550),1023.0,0.8857142857142857,2022-12-21 14:30:00,0,False
EJA644,-118.896,34.9589,0.21894822999795377,CESSNA,560XL,7352.0,0.7047619047619047,2022-12-21 14:30:00,2,False
N540K,-117.875,34.2619,0.29179455698792717,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,1377.0,0.8019047619047619,2022-12-21 14:30:00,0,False
SWA3551,-117.977,34.6904,0.18436668712911808,BOEING,737-7H4,4721.0,0.7580952380952382,2022-12-21 14:40:00,1,False
0,-118.086,34.6633,0.08594229588704727,BOEING,777-246,1317.0,0.4952380952380952,2022-12-21 14:50:00,1,False
N6265D,-118.223,34.6368,0.03171679967260078,CESSNA,172N,4752.0,0.7047619047619047,2022-12-21 14:50:00,1,False
LXJ433,-118.047,34.6271,0.35400040924902804,EMBRAER S A,EMB-545,6370.0,0.7885714285714285,2022-12-21 14:50:00,1,False
ENY4004,-117.625,34.6793,0.2750153468385513,EMBRAER S A,ERJ 170-200 LR,0.0,0.7047619047619047,2022-12-21 14:50:00,0,False
UPS9808,-117.762,34.4935,0.11520360139144668,BOEING,767-34AF,3222.0,0.6476190476190475,2022-12-21 14:50:00,0,False
NKS1652,-118.349,34.5678,0.04542664211172498,AIRBUS,A320-232,4665.0,0.45142857142857146,2022-12-21 14:50:00,1,False
N954LA,-118.083,34.7002,0.0055248618784530384,AMERICAN EUROCOPTER CORP,AS350B2,0.0,0.7047619047619047,2022-12-21 14:50:00,1,False
N399HC,-118.558,34.5072,0.16492735829752403,TEXTRON AVIATION INC,B200GT,6735.0,0.4723809523809524,2022-12-21 15:00:00,3,False
CTF684,-118.644,34.7789,0.2815633312870882,TEXTRON AVIATION INC,680A,1703.0,0.7447619047619047,2022-12-21 15:00:00,2,False
ASH5909,-117.965,34.4157,0.2668303662778801,BOMBARDIER INC,CL-600-2D24,733.0,0.8361904761904762,2022-12-21 15:00:00,0,False
N8872P,-118.017,34.6202,0.04910988336402701,PIPER,PA-24-260,2635.0,0.7047619047619047,2022-12-21 15:00:00,1,False
N925JB,-117.569,34.2301,0.22877020667075915,LEARJET INC,45,0.0,0.7047619047619047,2022-12-21 15:10:00,0,False
EJA758,-117.95,34.6925,0.16983834663392672,BOMBARDIER INC,BD-100-1A10,1323.0,0.7752380952380953,2022-12-21 15:10:00,1,False
N5922B,-118.204,34.6431,0.007161857990587273,CESSNA,182A,1200.0,0.7047619047619047,2022-12-21 15:10:00,1,False
0,-117.915,34.5347,0.16554123183957437,CESSNA,525C,6334.0,0.7238095238095239,2022-12-21 15:10:00,0,False
SWA166,-117.775,34.5055,0.10845099242889299,BOEING,737-8H4,3774.0,0.6228571428571428,2022-12-21 15:10:00,0,False
LXJ463,-118.268,34.7293,0.34274606097810517,GULFSTREAM AEROSPACE,GIV-X (G450),7661.0,0.8323809523809522,2022-12-21 15:10:00,1,False
UAL1801,-118.511,34.396,0.283609576427256,BOEING,777-222,1447.0,0.8761904761904762,2022-12-21 15:10:00,3,False
N954LA,-118.079,34.7098,0.006752608962553714,AMERICAN EUROCOPTER CORP,AS350B2,1206.0,0.7047619047619047,2022-12-21 15:10:00,1,False
NEW700,-117.657,34.371,0.18150194393288316,GULFSTREAM AEROSPACE,G-IV,7347.0,0.8419047619047619,2022-12-21 15:20:00,0,False
N275CM,-118.152,34.6431,0.1256394516063024,CIRRUS DESIGN CORP,SF50,7736.0,0.2895238095238095,2022-12-21 15:20:00,1,False
ASA513,-118.613,34.7212,0.2719459791282996,BOEING,737-890,1044.0,0.8323809523809522,2022-12-21 15:20:00,2,False
HAL6,-117.946,34.5059,0.3079598935952527,AIRBUS,A330-243,2655.0,0.7980952380952382,2022-12-21 15:20:00,0,False
SWA3065,-117.669,34.6066,0.29158993247391035,BOEING,737-8,7651.0,0.819047619047619,2022-12-21 15:20:00,0,False
N11SN,-118.243,34.8269,0.11684059750358093,BEECH,C90,5710.0,0.7047619047619047,2022-12-21 15:20:00,1,False
SWA2939,-118.687,34.4453,0.2578268876611418,BOEING,737-7H4,7257.0,0.8419047619047619,2022-12-21 15:30:00,3,False
SWA2812,-118.233,34.5847,0.061182729691016985,BOEING,737-7H4,6043.0,0.4590476190476191,2022-12-21 15:30:00,1,False
SKW5890,-118.46,34.4995,0.23204419889502764,BOMBARDIER INC,CL-600-2B19,2735.0,0.8247619047619048,2022-12-21 15:30:00,3,False
ASA1216,-118.508,34.6718,0.2664211172498465,BOEING,737-990ER,2114.0,0.8247619047619048,2022-12-21 15:30:00,3,False
EDG92,-118.706,34.4465,0.19275629220380602,IAI LTD,GULFSTREAM G280,4644.0,0.8019047619047619,2022-12-21 15:30:00,3,False
N275CM,-117.479,34.4976,0.19050542254962144,CIRRUS DESIGN CORP,SF50,7736.0,0.7047619047619047,2022-12-21 15:30:00,0,False
SWA455,-118.731,34.5197,0.20012277470841006,BOEING,737-7H4,2063.0,0.8285714285714285,2022-12-21 15:40:00,3,False
EJA667,-118.158,34.5031,0.16103949253120525,TEXTRON AVIATION INC,680A,7271.0,0.5733333333333333,2022-12-21 15:40:00,1,False
N818WB,-118.15,34.6004,0.06568446899938613,ISRAEL AIRCRAFT INDUSTRIES,ASTRA SPX,710.0,0.7047619047619047,2022-12-21 15:40:00,1,False
N812N,-118.226,34.7093,0.17147534274606097,COMPAGNIE DAHER,TBM 700,1561.0,0.5123809523809524,2022-12-21 15:40:00,1,False
QXE2353,-118.056,34.6336,0.292817679558011,EMBRAER S A,ERJ 170-200 LR,5702.0,0.7447619047619047,2022-12-21 15:40:00,1,False
SWA3430,-118.632,34.8179,0.2271332105586249,BOEING,737-8H4,7263.0,0.8628571428571428,2022-12-21 15:40:00,2,False
N841SC,-118.534,34.4744,0.21690198485778595,LEARJET INC,60,1453.0,0.8419047619047619,2022-12-21 15:40:00,3,False
N550GP,-118.356,34.5664,0.04317577245754041,GULFSTREAM AEROSPACE,GV-SP (G550),5726.0,0.44761904761904764,2022-12-21 15:40:00,1,False
IDD521,-118.041,34.628,0.3386535706977696,IAI LTD,GULFSTREAM G280,1607.0,0.8323809523809522,2022-12-21 15:40:00,1,False
N135DA,-118.268,34.8029,0.07018620830775527,DIAMOND AIRCRAFT IND GMBH,DA 42 NG,4720.0,0.7047619047619047,2022-12-21 15:50:00,1,False
LXJ459,-118.006,34.6206,0.08778391651319828,GULFSTREAM AEROSPACE,GIV-X (G450),5716.0,0.6095238095238096,2022-12-21 15:50:00,1,False
SWA3591,-118.439,34.4853,0.16656435440965828,BOEING,737-7Q8,1013.0,0.7619047619047619,2022-12-21 15:50:00,3,False
FFT2790,-118.322,34.6411,0.2913853079598936,AIRBUS,A320-251N,3203.0,0.7885714285714285,2022-12-21 15:50:00,3,False
N823QS,-118.068,34.4005,0.1679967260077757,TEXTRON AVIATION INC,700,6731.0,0.8019047619047619,2022-12-21 15:50:00,1,False
N559WT,-118.086,34.7793,0.06527521997135256,CIRRUS DESIGN CORP,SR22T,5775.0,0.7047619047619047,2022-12-21 15:51:00,1,False
AAL2016,-117.873,34.3863,0.2580315121751586,BOEING,737-823,3746.0,0.8323809523809522,2022-12-21 15:51:00,0,False
ASA690,-117.89,34.5239,0.1526498874565173,BOEING,737-890,3507.0,0.6742857142857144,2022-12-21 15:51:00,0,False
DAL2171,-118.234,34.7494,0.24984653161448744,BOEING,737-8EH,7250.0,0.8590476190476191,2022-12-21 15:51:00,1,False
SKW4892,-118.441,34.839,0.23777368528749743,BOMBARDIER INC,CL-600-2C10,5620.0,0.8323809523809522,2022-12-21 15:51:00,2,False
DPJ451,-117.606,34.6222,0.17331696337221197,HAWKER BEECHCRAFT CORP,400A,6716.0,0.7047619047619047,2022-12-21 16:00:00,0,False
UAL1953,-117.484,34.5791,0.20032739922242682,AIRBUS INDUSTRIE,A319-131,2445.0,0.7047619047619047,2022-12-21 16:00:00,0,False
SWA203,-118.356,34.6659,0.2913853079598936,BOEING,737-8H4,6322.0,0.8114285714285714,2022-12-21 16:00:00,3,False
N221HJ,-117.969,34.632,0.08512379783098015,DASSAULT AVIATION,FALCON 7X,1424.0,0.6304761904761904,2022-12-21 16:00:00,1,False
DAL1390,-117.675,34.3605,0.19971352568037648,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,7767.0,0.7104761904761905,2022-12-21 16:00:00,0,False
SWA2130,-117.85,34.5853,0.23347657049314507,BOEING,737-8,4632.0,0.8285714285714285,2022-12-21 16:00:00,0,False
UAL2385,-118.108,34.6556,0.2664211172498465,BOEING,737-924ER,2453.0,0.8552380952380951,2022-12-21 16:00:00,1,False
SWA1256,-117.831,34.5572,0.29158993247391035,BOEING,737-8,2704.0,0.8152380952380953,2022-12-21 16:00:00,0,False
SWA2170,-117.929,34.6944,0.14630652752199713,BOEING,737-71B,4663.0,0.5695238095238095,2022-12-21 16:00:00,1,False
SWA518,-118.53,34.9189,0.2991610394925312,BOEING,737-7CT,1617.0,0.8152380952380953,2022-12-21 16:00:00,2,False
N954LA,-118.08,34.7059,0.005320237364436261,AMERICAN EUROCOPTER CORP,AS350B2,1206.0,0.7047619047619047,2022-12-21 16:00:00,1,False
SWA1410,-118.235,34.5082,0.2500511561285042,BOEING,737-79P,1307.0,0.8323809523809522,2022-12-21 16:10:00,1,False
N894C,-117.938,34.5326,0.3110292613055044,CESSNA,525A,7337.0,0.7047619047619047,2022-12-21 16:10:00,0,False
N950LA,-118.08,34.7018,0.009003478616738288,AMERICAN EUROCOPTER CORP,AS350B2,0.0,0.7047619047619047,2022-12-21 16:10:00,1,False
ENY3657,-118.279,34.7971,0.1497851442602824,EMBRAER S A,ERJ 170-200 LR,2624.0,0.7180952380952381,2022-12-21 16:10:00,1,False
UAL1159,-118.539,34.8884,0.28299570288520565,BOEING,737-9,6126.0,0.7714285714285714,2022-12-21 16:10:00,2,False
0,-117.445,34.6426,0.19869040311029262,RAYTHEON AIRCRAFT COMPANY,390,4771.0,0.7619047619047619,2022-12-21 16:10:00,0,False
UAL298,-118.636,34.9407,0.266011868221813,BOEING,737-824,2561.0,0.8323809523809522,2022-12-21 16:10:00,2,False
DPJ451,-118.661,35.0463,0.2330673214651115,HAWKER BEECHCRAFT CORP,400A,0.0,0.7047619047619047,2022-12-21 16:10:00,2,False
UAL1953,-118.716,34.9389,0.283609576427256,AIRBUS INDUSTRIE,A319-131,0.0,0.7047619047619047,2022-12-21 16:10:00,2,False
JSX403,-118.324,34.4737,0.10947411499897687,EMBRAER,EMB-135LR,1304.0,0.7047619047619047,2022-12-21 16:20:00,1,False
N954LA,-118.085,34.6459,0.004706363822385925,AMERICAN EUROCOPTER CORP,AS350B2,1206.0,0.7047619047619047,2022-12-21 16:20:00,1,False
EDG92,-118.003,34.4322,0.19030079803560468,IAI LTD,GULFSTREAM G280,4667.0,0.8552380952380951,2022-12-21 16:20:00,1,False
N819AP,-118.771,34.8304,0.29936566400654796,ISRAEL AEROSPACE INDUSTRIESLTD,G200,2476.0,0.8323809523809522,2022-12-21 16:20:00,2,False
N712RA,-118.025,34.7324,0.05709023941068139,CIRRUS DESIGN CORP,SR22,0.0,0.7047619047619047,2022-12-21 16:20:00,1,False
ASA961,-118.937,34.9587,0.2171066093718027,BOEING,737-900ER,7664.0,0.7047619047619047,2022-12-21 16:20:00,2,True
N714CY,-118.235,34.6698,0.032739922242684676,CESSNA,150M,1200.0,0.7047619047619047,2022-12-21 16:20:00,1,False
HGT5334,-118.425,34.8034,0.28299570288520565,EMBRAER,EMB-145XR,3134.0,0.8114285714285714,2022-12-21 16:20:00,2,False
N8101C,-118.102,34.801,0.07366482504604051,BEECH,F33A,3323.0,0.7047619047619047,2022-12-21 16:30:00,1,False
UPS949,-118.418,34.8591,0.19152854511970535,BOEING,757-24APF,6332.0,0.8285714285714285,2022-12-21 16:30:00,2,False
0,-117.975,34.5062,0.03519541641088603,TEXTRON AVIATION INC,B300,5140.0,0.3942857142857143,2022-12-21 16:30:00,1,False
N505DE,-118.215,34.5279,0.05013300593411091,DASSAULT AVIATION,MYSTERE-FALCON 50,2606.0,0.4590476190476191,2022-12-21 16:30:00,1,False
UPS2938,-118.147,34.6983,0.23265807243707798,BOEING,767-34AF,6601.0,0.9028571428571428,2022-12-21 16:30:00,1,False
EJA640,-118.012,34.5594,0.24984653161448744,TEXTRON AVIATION INC,680A,6203.0,0.8285714285714285,2022-12-21 16:30:00,1,False
N7623V,-118.35,34.5359,0.056680990382647845,CESSNA,177RG,6342.0,0.7047619047619047,2022-12-21 16:40:00,1,False
0,-118.046,34.5742,0.01596071209330878,TEXTRON AVIATION INC,B300,4606.0,0.26666666666666666,2022-12-21 16:40:00,1,True
SWA2374,-118.318,34.7694,0.18191119296091673,BOEING,737-76N,0.0,0.7542857142857142,2022-12-21 16:40:00,1,False
JBU1732,-117.723,34.3334,0.16554123183957437,AIRBUS,A320-232,2006.0,0.8114285714285714,2022-12-21 16:40:00,0,False
0,-117.785,34.7206,0.2764477184366687,CESSNA,525C,7645.0,0.7314285714285713,2022-12-21 16:40:00,0,False
NKS1653,-118.028,34.5766,0.15960712093308776,AIRBUS,A320-232,4725.0,0.7047619047619047,2022-12-21 16:50:00,1,False
N399HC,-118.469,34.5251,0.19050542254962144,TEXTRON AVIATION INC,B200GT,3314.0,0.499047619047619,2022-12-21 16:50:00,3,False
N358WC,-118.953,34.9643,0.23593206466134642,CESSNA,525A,7311.0,0.6799999999999999,2022-12-21 16:50:00,2,True
EJA797,-118.411,34.4948,0.21280949457745035,BOMBARDIER INC,BD-100-1A10,3045.0,0.8590476190476191,2022-12-21 16:50:00,3,False
