flight,long,lat,alt,manufacturer,model,squawk,mph,spotted,cluster,anomaly
SIS300,-118.213,34.5823,0.14405565786781255,BOMBARDIER INC,BD-100-1A10,1077.0,0.7314285714285713,2022-11-07 13:30:00,1,False
UAL1434,-117.937,34.6038,0.27931246163290363,BOEING,737-9,7730.0,0.8247619047619048,2022-11-07 13:30:00,0,False
SWA3287,-118.035,34.6345,0.08717004297114794,BOEING,737-7H4,4770.0,0.5523809523809524,2022-11-07 13:30:00,1,False
AAL2059,-118.075,34.4643,0.25516676897892365,AIRBUS INDUSTRIE,A320-232,1751.0,0.8323809523809522,2022-11-07 13:30:00,1,False
N84PJ,-117.756,34.6002,0.2631471250255781,DASSAULT,FALCON 2000EX,6054.0,0.8285714285714285,2022-11-07 13:40:00,0,False
N1RB,-117.514,34.4744,0.33619807652956823,BOMBARDIER INC,BD-100-1A10,0.0,0.8457142857142856,2022-11-07 13:40:00,0,False
SWA2533,-117.624,34.5376,0.2962962962962963,BOEING,737-7H4,2712.0,0.8323809523809522,2022-11-07 13:50:00,0,False
N94HL,-117.763,34.5673,0.19275629220380602,CESSNA,525,1541.0,0.7047619047619047,2022-11-07 13:50:00,0,False
ATN3464,-117.956,34.5818,0.13177818702680583,BOEING,767-319,6663.0,0.7047619047619047,2022-11-07 13:50:00,1,False
JSX1O7,-118.121,34.6135,0.046654389195825666,EMBRAER,EMB-135LR,4624.0,0.7047619047619047,2022-11-07 14:00:00,1,False
FENIX45,-117.961,34.6441,0.09208103130755065,GATES LEAR JET,36A,4125.0,0.7047619047619047,2022-11-07 14:00:00,1,False
UAL1745,-118.071,34.4863,0.28852056476365867,BOEING,777-222,1754.0,0.8895238095238094,2022-11-07 14:00:00,1,False
N33FW,-117.789,34.5623,0.17945569879271533,CESSNA,525,4761.0,0.7047619047619047,2022-11-07 14:00:00,0,False
SWA3288,-118.42,34.3332,0.23347657049314507,BOEING,737-8H4,3632.0,0.8152380952380953,2022-11-07 14:00:00,3,False
SKW3367,-118.008,34.5734,0.15756087579292,EMBRAER S A,ERJ 170-200 LR,1334.0,0.6533333333333333,2022-11-07 14:00:00,1,False
N54DD,-117.935,34.5732,0.13341518313894002,CESSNA,560,1753.0,0.7047619047619047,2022-11-07 14:00:00,0,False
SKW4780,-118.282,34.7454,0.17659095559648047,BOMBARDIER INC,CL-600-2C10,3230.0,0.8323809523809522,2022-11-07 14:10:00,1,False
SWA2198,-117.954,34.6435,0.09453652547575199,BOEING,737-7L9,6570.0,0.6000000000000001,2022-11-07 14:10:00,1,False
0,-118.116,34.616,0.06732146511152036,TEXTRON AVIATION INC,B300,4716.0,0.3238095238095238,2022-11-07 14:10:00,1,False
SWA597,-117.858,34.511,0.13668917536320851,BOEING,737-8,3211.0,0.7047619047619047,2022-11-07 14:10:00,0,False
N111LP,-118.203,34.6004,0.06015960712093309,CESSNA,680,756.0,0.7047619047619047,2022-11-07 14:10:00,1,False
SIS35,-118.202,34.5937,0.12748107223245342,ISRAEL AIRCRAFT INDUSTRIES,GALAXY,7737.0,0.7104761904761905,2022-11-07 14:20:00,1,False
SWA3430,-118.271,34.3975,0.14507878043789646,BOEING,737-7H4,7265.0,0.7047619047619047,2022-11-07 14:20:00,1,False
N6193C,-117.996,34.7561,0.023122570083896052,CESSNA,182T,4631.0,0.7047619047619047,2022-11-07 14:20:00,1,False
SWA1582,-118.717,34.487,0.20094127276447715,BOEING,737-7H4,1320.0,0.7923809523809524,2022-11-07 14:30:00,3,False
JSX143,-118.526,34.4329,0.24288929813791693,EMBRAER,EMB-135LR,2442.0,0.7047619047619047,2022-11-07 14:30:00,3,False
SKW4744,-118.447,34.4918,0.1671782279517086,BOMBARDIER INC,CL-600-2B19,7612.0,0.6095238095238096,2022-11-07 14:30:00,3,False
AAL1208,-117.714,34.7068,0.19009617352158786,BOEING,737-823,7361.0,0.6742857142857144,2022-11-07 14:30:00,0,False
N66ZB,-117.75,34.4134,0.2895436873337426,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,7765.0,0.7047619047619047,2022-11-07 14:30:00,0,False
N391DT,-118.562,34.5343,0.287292817679558,CESSNA,550,1542.0,0.7047619047619047,2022-11-07 14:30:00,3,False
N238JP,-117.88,34.5771,0.27931246163290363,CESSNA,550,1532.0,0.6914285714285715,2022-11-07 14:30:00,0,False
ASH5826,-118.403,34.6881,0.2791078371188868,BOMBARDIER INC,CL-600-2D24,4131.0,0.819047619047619,2022-11-07 14:30:00,3,False
JAS59,-117.921,34.6477,0.08983016165336608,GULFSTREAM AEROSPACE,GIV-X (G450),3330.0,0.6476190476190475,2022-11-07 14:40:00,1,False
QXE2038,-117.901,34.596,0.2791078371188868,EMBRAER S A,ERJ 170-200 LR,724.0,0.7752380952380953,2022-11-07 14:40:00,0,False
SKW4700,-117.959,34.5679,0.24616329036218537,BOMBARDIER INC,CL-600-2B19,2710.0,0.8019047619047619,2022-11-07 14:40:00,0,False
N98952,-118.082,34.7305,0.10313075506445672,CIRRUS DESIGN CORP,SR22T,2061.0,0.7047619047619047,2022-11-07 14:40:00,1,False
SWA854,-117.889,34.6713,0.2373644362594639,BOEING,737-8,2764.0,0.8457142857142856,2022-11-07 14:50:00,0,False
N989SG,-118.296,34.7925,0.17843257622263148,PILATUS AIRCRAFT LTD,PC-12/47E,7233.0,0.4209523809523809,2022-11-07 14:50:00,1,False
SWA3162,-118.283,34.4938,0.11254348270922855,BOEING,737-73V,7216.0,0.6666666666666667,2022-11-07 15:00:00,1,False
N149HC,-117.733,34.465,0.26335174953959484,CESSNA,550,1303.0,0.7047619047619047,2022-11-07 15:00:00,0,False
AAY8,-118.451,34.8988,0.2373644362594639,AIRBUS,A319-112,3715.0,0.8152380952380953,2022-11-07 15:10:00,2,False
JSX553,-117.799,34.7017,0.13034581542868834,Unknown,Unknown,1315.0,0.6666666666666667,2022-11-07 15:10:00,0,False
SWA2441,-118.086,34.6058,0.24575404133415185,BOEING,737-800,4730.0,0.8552380952380951,2022-11-07 15:10:00,1,False
N149HC,-118.639,35.1088,0.2619193779414774,CESSNA,550,1303.0,0.7047619047619047,2022-11-07 15:10:00,2,False
N830TD,-118.233,34.7706,0.07755269081235931,BEECH,A36,7770.0,0.22285714285714286,2022-11-07 15:10:00,1,True
N883LD,-118.15,34.6442,0.1348475547370575,GULFSTREAM AEROSPACE,G-IV,2446.0,0.6971428571428571,2022-11-07 15:20:00,1,False
ARRIS47,-118.084,34.6721,0.009003478616738288,Unknown,Unknown,53.0,0.7047619047619047,2022-11-07 15:20:00,1,False
JSX452,-118.136,34.5039,0.27071823204419887,EMBRAER,EMB-135ER,7641.0,0.7047619047619047,2022-11-07 15:20:00,1,False
N489CB,-117.753,34.5387,0.2541436464088398,CESSNA,525,6344.0,0.7047619047619047,2022-11-07 15:20:00,0,False
N648ME,-117.662,34.6815,0.09719664415797012,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,1476.0,0.7047619047619047,2022-11-07 15:30:00,0,False
SWA2371,-117.999,34.6864,0.16063024350317168,BOEING,737-7L9,6723.0,0.7047619047619047,2022-11-07 15:30:00,1,False
DAL1558,-117.414,34.516,0.1651319828115408,AIRBUS,A321-211,2051.0,0.8152380952380953,2022-11-07 15:30:00,0,False
N94HL,-118.319,34.8118,0.19050542254962144,CESSNA,525,1336.0,0.5866666666666667,2022-11-07 15:30:00,1,False
N444JF,-117.75,34.5421,0.18641293226928585,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,7660.0,0.7047619047619047,2022-11-07 15:30:00,0,False
EJA690,-118.143,34.6137,0.06568446899938613,TEXTRON AVIATION INC,680A,4764.0,0.7047619047619047,2022-11-07 15:30:00,1,False
FKW146,-118.362,34.5649,0.04440351954164108,HAWKER BEECHCRAFT CORP,HAWKER 900XP,3410.0,0.46476190476190476,2022-11-07 15:30:00,1,False
N851AK,-118.035,34.7784,0.06445672191528545,CESSNA,A185F,7214.0,0.7047619047619047,2022-11-07 15:30:00,1,False
ARRIS47,-117.798,34.7399,0.015346838551258443,Unknown,Unknown,0.0,0.7047619047619047,2022-11-07 15:30:00,0,False
PSYCH002,-118.014,34.7465,0.01943932883159403,Unknown,Unknown,11.0,0.7047619047619047,2022-11-07 15:30:00,1,False
RAIDR31,-118.644,35.0388,0.1524452629425005,Unknown,Unknown,3263.0,0.5428571428571429,2022-11-07 15:40:00,2,False
SWA103,-118.647,34.5652,0.14282791078371188,BOEING,737-7L9,6761.0,0.7047619047619047,2022-11-07 15:40:00,3,False
N30VP,-117.885,34.6512,0.09003478616738285,HAWKER BEECHCRAFT CORP,HAWKER 900XP,6223.0,0.700952380952381,2022-11-07 15:40:00,0,False
ASA513,-118.553,34.5461,0.1984857785962758,BOEING,737-890,6776.0,0.7714285714285714,2022-11-07 15:40:00,3,False
JBU188,-117.678,34.3587,0.13853079598935952,AIRBUS,A321-231,6734.0,0.7542857142857142,2022-11-07 15:40:00,0,False
N33FW,-117.915,34.6663,0.18702680581133618,CESSNA,525,4625.0,0.7047619047619047,2022-11-07 15:40:00,0,False
SKW3451,-118.517,34.2808,0.2709228565582157,EMBRAER S A,ERJ 170-200 LR,1712.0,0.7542857142857142,2022-11-07 15:40:00,3,False
JTZ516,-117.863,34.6539,0.33353795784735013,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,2041.0,0.582857142857143,2022-11-07 15:40:00,0,False
ARRIS47,-118.059,34.6739,0.011049723756906077,Unknown,Unknown,53.0,0.7047619047619047,2022-11-07 15:40:00,1,False
QXE2116,-118.614,34.5535,0.22754245958665847,EMBRAER S A,ERJ 170-200 LR,2476.0,0.7542857142857142,2022-11-07 15:50:00,3,False
0,-118.159,34.5726,0.043789645999590746,TEXTRON AVIATION INC,B300,4654.0,0.20190476190476192,2022-11-07 15:50:00,1,True
N17VA,-118.419,34.8767,0.1348475547370575,BEECH,200,0.0,0.7047619047619047,2022-11-07 15:50:00,2,False
ASA734,-118.465,34.5459,0.1553100061387354,BOEING,737-990,7211.0,0.7238095238095239,2022-11-07 15:50:00,3,False
N28VJ,-118.217,34.5255,0.043994270513607533,CIRRUS DESIGN CORP,SF50,4745.0,0.7047619047619047,2022-11-07 15:50:00,1,False
ASA1453,-118.688,34.8507,0.27788009003478614,BOEING,737-990ER,7751.0,0.8114285714285714,2022-11-07 15:50:00,2,False
N134FM,-118.651,34.4349,0.2449355432780847,CESSNA,560XL,4644.0,0.7047619047619047,2022-11-07 15:50:00,3,False
PSYCH002,-117.827,34.7236,0.018825455289543686,Unknown,Unknown,11.0,0.24952380952380954,2022-11-07 15:50:00,1,True
SWA1222,-118.174,34.5955,0.06404747288725189,BOEING,737-7BD,4750.0,0.5695238095238095,2022-11-07 16:00:00,1,False
EJA674,-117.578,34.7116,0.18702680581133618,TEXTRON AVIATION INC,680A,4703.0,0.7847619047619048,2022-11-07 16:00:00,0,False
SWA651,-117.743,34.3548,0.3040720278289339,BOEING,737-8H4,3305.0,0.7047619047619047,2022-11-07 16:00:00,0,False
UAL1159,-118.588,34.9139,0.27788009003478614,BOEING,737-924ER,6101.0,0.8247619047619048,2022-11-07 16:00:00,2,False
N17VA,-117.694,34.4612,0.12666257417638632,BEECH,200,3214.0,0.7047619047619047,2022-11-07 16:00:00,0,False
VXP117,-118.636,34.5336,0.13689379987722528,BOEING,737-800,1331.0,0.6742857142857144,2022-11-07 16:10:00,3,False
DCM2930,-117.878,34.6169,0.16779210149375895,DASSAULT,FALCON 2000EX,6757.0,0.6666666666666667,2022-11-07 16:10:00,0,False
FFT2790,-118.218,34.5643,0.3032535297728668,AIRBUS,A320-251N,3273.0,0.8114285714285714,2022-11-07 16:10:00,1,False
SKW5509,-118.008,34.6273,0.21219562103540002,BOMBARDIER INC,CL-600-2C10,7335.0,0.8247619047619048,2022-11-07 16:10:00,1,False
SKW5391,-118.089,34.643,0.24554941682013504,BOMBARDIER INC,CL-600-2B19,4146.0,0.7047619047619047,2022-11-07 16:10:00,1,False
ENY4004,-117.735,34.6674,0.27112748107223245,EMBRAER,ERJ 170-200 LR,3732.0,0.7923809523809524,2022-11-07 16:10:00,0,False
SKW5875,-117.609,34.7365,0.24288929813791693,BOMBARDIER INC,CL-600-2B19,7365.0,0.7847619047619048,2022-11-07 16:10:00,0,False
SWA1991,-118.65,34.5227,0.15858399836300385,BOEING,737-7H4,6713.0,0.7047619047619047,2022-11-07 16:20:00,3,False
SWA1265,-118.506,34.301,0.30857376713730306,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-07 16:20:00,3,False
N917JD,-117.874,34.6524,0.09392265193370165,DASSAULT AVIATION,FALCON 2000EX,2420.0,0.7047619047619047,2022-11-07 16:20:00,0,False
N440AF,-118.071,34.6298,0.07366482504604051,EMBRAER SA,EMB-550,1672.0,0.56,2022-11-07 16:20:00,1,False
UAL298,-117.917,34.6002,0.2619193779414774,BOEING,737-824,2421.0,0.8361904761904762,2022-11-07 16:20:00,0,False
SWA3272,-117.743,34.3785,0.29588704726826276,BOEING,737-7CT,2641.0,0.8247619047619048,2022-11-07 16:40:00,0,False
0,-118.088,34.5609,0.038264784121137714,TEXTRON AVIATION INC,B300,4775.0,0.3161904761904762,2022-11-07 16:40:00,1,False
OKC436,-117.886,34.6509,0.09146715776550031,RAYTHEON AIRCRAFT COMPANY,400A,6052.0,0.5523809523809524,2022-11-07 16:50:00,0,False
ASA582,-118.689,34.5401,0.27788009003478614,BOEING,737-890,1362.0,0.819047619047619,2022-11-07 16:50:00,3,False
N369LL,-118.737,34.655,0.3100061387354205,BOMBARDIER INC,BD-100-1A10,1745.0,0.819047619047619,2022-11-07 16:50:00,2,False
EJA549,-118.306,34.5774,0.048496009821976674,TEXTRON AVIATION INC,680A,2607.0,0.7047619047619047,2022-11-07 16:50:00,1,False
N29VJ,-118.261,34.7681,0.11090648659709433,CIRRUS DESIGN CORP,SF50,7722.0,0.4685714285714286,2022-11-07 16:50:00,1,False
SKW186E,-117.77,34.4971,0.1100879885410272,EMBRAER S A,ERJ 170-200 LL,3543.0,0.6228571428571428,2022-11-07 16:50:00,0,False
SKW3014,-118.233,34.5638,0.11049723756906076,BOMBARDIER INC,CL-600-2C10,1343.0,0.6438095238095238,2022-11-07 17:00:00,1,False
FDX1213,-118.26,34.5879,0.053816247186412924,AIRBUS,A300 F4-605R,534.0,0.4780952380952381,2022-11-07 17:00:00,1,False
ASA1478,-118.585,34.5662,0.23654593820339676,BOEING,737-9,1571.0,0.8590476190476191,2022-11-07 17:00:00,3,False
JBU1732,-117.164,34.6641,0.21608348680171885,AIRBUS,A320-232,2067.0,0.8323809523809522,2022-11-07 17:00:00,0,True
SWA559,-118.168,34.5345,0.22263147125025579,BOEING,737-7BD,3752.0,0.7980952380952382,2022-11-07 17:00:00,1,False
SWA709,-117.748,34.487,0.10886024145692653,BOEING,737-7H4,3274.0,0.6266666666666667,2022-11-07 17:00:00,0,False
SKW4994,-117.791,34.525,0.28667894413750766,BOMBARDIER INC,CL-600-2C10,6364.0,0.8019047619047619,2022-11-07 17:10:00,0,False
SWA1146,-117.917,34.5644,0.12768569674647023,BOEING,737-800,1757.0,0.6171428571428572,2022-11-07 17:10:00,0,False
0,-118.15,34.47,0.0689584612236546,TEXTRON AVIATION INC,B300,4743.0,0.43809523809523815,2022-11-07 17:10:00,1,False
SWA3447,-117.542,34.61,0.2371598117454471,BOEING,737-800,4643.0,0.8152380952380953,2022-11-07 17:20:00,0,False
SWA2307,-117.819,34.6442,0.28667894413750766,BOEING,737-8,3716.0,0.8285714285714285,2022-11-07 17:20:00,0,False
ASH5826,-117.264,34.3906,0.28811131573562515,BOMBARDIER INC,CL-600-2D24,3247.0,0.7980952380952382,2022-11-07 17:20:00,0,True
0,-118.105,34.6085,0.013300593411090647,TEXTRON AVIATION INC,B300,4763.0,0.7047619047619047,2022-11-07 17:30:00,1,False
SWA2718,-118.151,34.6418,0.1694290976058932,BOEING,737-7BD,4651.0,0.6571428571428573,2022-11-07 17:30:00,1,False
N33FW,-117.724,34.5896,0.17863720073664824,CESSNA,525,4653.0,0.7047619047619047,2022-11-07 17:30:00,0,False
N175JE,-118.014,34.6447,0.16063024350317168,ECLIPSE AVIATION CORP,EA500,4626.0,0.6095238095238096,2022-11-07 17:30:00,1,False
SKW3786,-118.244,34.5511,0.10701862083077553,EMBRAER S A,ERJ 170-200 LR,7334.0,0.6038095238095238,2022-11-07 17:40:00,1,False
FDX1359,-118.549,34.9653,0.17945569879271533,BOEING,757-236,3211.0,0.8114285714285714,2022-11-07 17:40:00,2,False
SWA2179,-118.248,34.5835,0.059750358092899525,BOEING,737-7H4,762.0,0.5085714285714287,2022-11-07 17:40:00,1,False
AAY1904,-118.112,34.6373,0.16574585635359113,AIRBUS,A319-112,7002.0,0.660952380952381,2022-11-07 17:40:00,1,False
N54DD,-118.65,34.7197,0.2058522611008799,CESSNA,560,6743.0,0.7047619047619047,2022-11-07 17:40:00,2,False
N997TC,-118.394,34.8054,0.1023122570083896,CIRRUS DESIGN CORP,SR22T,6360.0,0.7047619047619047,2022-11-07 17:50:00,2,False
SKW3506,-117.758,34.3633,0.11192960916717822,EMBRAER S A,ERJ 170-200 LL,7251.0,0.5695238095238095,2022-11-07 17:50:00,0,False
JSX109,-118.277,34.584,0.04685901370984244,EMBRAER,EMB-135LR,4616.0,0.7047619047619047,2022-11-07 17:50:00,1,False
AAL1031,-118.308,34.7647,0.22692858604460814,AIRBUS,A320-214,2617.0,0.8590476190476191,2022-11-07 17:50:00,2,False
SKW5527,-117.704,34.3455,0.271536730100266,EMBRAER S A,ERJ 170-200 LR,3646.0,0.8057142857142856,2022-11-07 17:50:00,0,False
N43BG,-118.517,34.8757,0.1524452629425005,BEECH,B300,3347.0,0.7047619047619047,2022-11-07 18:00:00,2,False
SWA4837,-118.535,34.4945,0.30038878657663187,BOEING,737-79P,1716.0,0.7885714285714285,2022-11-07 18:00:00,3,False
UAL598,-117.899,34.5964,0.2617147534274606,BOEING,737-924ER,2535.0,0.8628571428571428,2022-11-07 18:00:00,0,False
FDX3330,-118.083,34.6455,0.15756087579292,BOEING,767-300F,3546.0,0.7180952380952381,2022-11-07 18:00:00,1,False
QXE2039,-117.628,34.3274,0.2719459791282996,EMBRAER S A,ERJ 170-200 LR,3374.0,0.7809523809523808,2022-11-07 18:00:00,0,False
SKW5703,-117.633,34.418,0.12809494577450375,BOMBARDIER INC,CL-600-2B19,0.0,0.700952380952381,2022-11-07 18:00:00,0,False
SWA256,-118.737,35.075,0.2690812359320647,BOEING,737-7H4,1053.0,0.8114285714285714,2022-11-07 18:00:00,2,False
N997TC,-117.742,34.603,0.10272150603642316,CIRRUS DESIGN CORP,SR22T,6360.0,0.7047619047619047,2022-11-07 18:00:00,0,False
AMF1901,-118.104,34.6768,0.03355842029875179,BEECH,99,4663.0,0.7047619047619047,2022-11-07 18:10:00,1,False
SWA762,-118.738,34.7218,0.30980151422140373,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-07 18:10:00,2,False
JBU942,-118.888,34.9474,0.18191119296091673,AIRBUS,A320-232,6722.0,0.7047619047619047,2022-11-07 18:10:00,2,False
N299VM,-118.205,34.7337,0.11090648659709433,BEECH,C90,2453.0,0.7047619047619047,2022-11-07 18:20:00,1,False
N421SV,-117.403,34.7286,0.25618989154900756,GATES LEARJET CORP.,35A,0.0,0.7047619047619047,2022-11-07 18:20:00,0,False
N377SC,-118.742,34.5232,0.210354000409249,DASSAULT AVIATION,FALCON 2000EX,7270.0,0.7714285714285714,2022-11-07 18:30:00,3,False
SWA844,-118.683,34.6215,0.26110087988541025,BOEING,737-7H4,1052.0,0.8114285714285714,2022-11-07 18:30:00,3,False
HAL5,-118.044,34.5156,0.2954777982402292,AIRBUS,A330-243,6724.0,0.8419047619047619,2022-11-07 18:30:00,1,False
SWA968,-117.64,34.7096,0.20339676693267855,BOEING,737-7H4,4710.0,0.7047619047619047,2022-11-07 18:30:00,0,False
ASA1421,-117.836,34.5834,0.2619193779414774,BOEING,737-900ER,2656.0,0.819047619047619,2022-11-07 18:30:00,0,False
SKW3332,-118.747,34.9539,0.21076324943728258,EMBRAER S A,ERJ 170-200 LR,1042.0,0.7619047619047619,2022-11-07 18:30:00,2,False
ATN3326,-118.394,34.8599,0.22017597708205444,BOEING,767-323,3540.0,0.8457142857142856,2022-11-07 18:40:00,2,False
SWA1783,-118.537,34.9579,0.29302230407202784,BOEING,737-7H4,2045.0,0.8152380952380953,2022-11-07 18:40:00,2,False
JSX110,-118.298,34.4997,0.1023122570083896,EMBRAER,EMB-135LR,4742.0,0.7047619047619047,2022-11-07 19:00:00,1,False
SWA1120,-117.739,34.3243,0.14958051974626557,BOEING,737-8,0.0,0.7047619047619047,2022-11-07 19:00:00,0,False
JSX112,-117.729,34.7056,0.1862083077552691,EMBRAER,EMB-135LR,4641.0,0.7047619047619047,2022-11-07 19:00:00,0,False
DPJ470,-118.042,34.6243,0.08676079394311438,HAWKER BEECHCRAFT CORP,400A,4630.0,0.6571428571428573,2022-11-07 19:20:00,1,False
SWA2040,-118.745,34.5268,0.3089830161653366,BOEING,737-7H4,2016.0,0.7047619047619047,2022-11-07 19:40:00,3,False
SWA991,-117.929,34.6463,0.09330877839165132,BOEING,737-7H4,4675.0,0.6361904761904762,2022-11-07 19:40:00,1,False
RAIDR35,-118.12,34.63,0.005934110906486597,Unknown,Unknown,1200.0,0.7047619047619047,2022-11-07 19:40:00,1,False
N845CB,-118.08,34.6122,0.06936771025168816,GULFSTREAM AEROSPACE,GV-SP (G550),3347.0,0.4590476190476191,2022-11-07 19:50:00,1,False
SWA2170,-117.968,34.6908,0.20135052179251073,BOEING,737-7H4,4701.0,0.7104761904761905,2022-11-07 19:50:00,1,False
DAL550,-118.589,34.8386,0.24370779619398403,AIRBUS CANADA LP,BD-500-1A11,7256.0,0.8114285714285714,2022-11-07 19:50:00,2,False
SWA3383,-118.067,34.6336,0.2776754655207694,BOEING,737-8H4,7262.0,0.7619047619047619,2022-11-07 19:50:00,1,False
AAL1483,-118.018,34.558,0.24473091876406794,AIRBUS,A319-132,534.0,0.819047619047619,2022-11-07 19:50:00,1,False
RAIDR35,-118.085,34.6493,0.004501739308369144,Unknown,Unknown,1200.0,0.7047619047619047,2022-11-07 19:50:00,1,False
SKW3265,-117.538,34.4423,0.19152854511970535,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2021.0,0.7047619047619047,2022-11-07 20:00:00,0,False
SWA3127,-118.3,34.7948,0.17740945365254757,BOEING,737-7H4,3272.0,0.7714285714285714,2022-11-07 20:00:00,1,False
UPS927,-117.786,34.5974,0.17577245754041332,BOEING,767-300F,2061.0,0.700952380952381,2022-11-07 20:00:00,0,False
N716AV,-117.998,34.6238,0.08778391651319828,RAYTHEON AIRCRAFT COMPANY,B200,4754.0,0.7047619047619047,2022-11-07 20:00:00,1,False
SWA3020,-118.681,34.771,0.3010026601186822,BOEING,737-7H4,3312.0,0.7809523809523808,2022-11-07 20:00:00,2,False
RAIDR35,-118.116,34.6497,0.011049723756906077,Unknown,Unknown,1200.0,0.7047619047619047,2022-11-07 20:10:00,1,False
SKW5705,-118.492,34.8991,0.19377941477388988,BOMBARDIER INC,CL-600-2B19,3625.0,0.819047619047619,2022-11-07 20:10:00,2,False
N559HF,-118.358,34.5658,0.043994270513607533,TEXTRON AVIATION INC,560XL,6037.0,0.42857142857142855,2022-11-07 20:10:00,1,False
N116AA,-118.195,34.3937,0.1330059341109065,CESSNA,525B,1371.0,0.5923809523809525,2022-11-07 20:20:00,1,False
UAL1776,-117.515,34.6376,0.2459586658481686,AIRBUS INDUSTRIE,A320-232,0.0,0.7047619047619047,2022-11-07 20:20:00,0,False
UPS59,-118.715,35.1293,0.23429506854921217,BOEING,747-44AF,4161.0,0.7047619047619047,2022-11-07 20:30:00,2,False
FDX1837,-117.24,34.4741,0.27890321260487005,BOEING,767-300F,0.0,0.7047619047619047,2022-11-07 20:30:00,0,True
UPS963,-118.329,34.8103,0.20339676693267855,BOEING,757-24APF,6326.0,0.8057142857142856,2022-11-07 20:30:00,2,False
DAL1334,-118.7,34.9572,0.27603846940863513,BOEING,737-8EH,2026.0,0.8285714285714285,2022-11-07 20:30:00,2,False
AMX788,-118.659,35.0548,0.292817679558011,BOEING,737-8Z9,2656.0,0.8247619047619048,2022-11-07 20:30:00,2,False
SWA1322,-117.85,34.7214,0.19111929609167178,BOEING,737-7H4,7222.0,0.700952380952381,2022-11-07 20:40:00,0,False
SWA3584,-118.097,34.6136,0.07223245344792306,BOEING,737-7H4,4605.0,0.6000000000000001,2022-11-07 20:40:00,1,False
NKS1653,-117.43,34.7356,0.17086146920401063,AIRBUS,A320-232,4721.0,0.8495238095238096,2022-11-07 20:40:00,0,False
UPS59,-117.757,34.4912,0.10538162471864128,BOEING,747-44AF,4161.0,0.7047619047619047,2022-11-07 20:40:00,0,False
FDX1839,-118.76,34.5494,0.26069163085737673,BOEING,757-236,0.0,0.8361904761904762,2022-11-07 20:50:00,3,False
UAL464,-118.262,34.581,0.051156128504194806,AIRBUS,A319-132,6567.0,0.4685714285714286,2022-11-07 20:50:00,1,False
JSX552,-117.957,34.6358,0.08082668303662778,EMBRAER,EMB-145LR,0.0,0.7047619047619047,2022-11-07 21:00:00,1,False
SWA1511,-117.424,34.6047,0.20339676693267855,BOEING,737-7H4,4773.0,0.5561904761904761,2022-11-07 21:00:00,0,False
AAL1017,-119.042,34.4019,0.2604870063433599,AIRBUS,A319-132,2222.0,0.7047619047619047,2022-11-07 21:00:00,3,True
SWA1876,-117.871,34.335,0.13873542050337628,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-07 21:10:00,0,False
JSX113,-118.335,34.5708,0.043789645999590746,EMBRAER,EMB-135LR,4765.0,0.7047619047619047,2022-11-07 21:10:00,1,False
N716AV,-118.116,34.4453,0.1397585430734602,RAYTHEON AIRCRAFT COMPANY,B200,7323.0,0.7047619047619047,2022-11-07 21:20:00,1,False
SWA410,-118.069,34.6357,0.17781870268058114,BOEING,737-800,3765.0,0.7371428571428571,2022-11-07 21:20:00,1,False
SKW3431,-117.846,34.5062,0.15694700225086966,EMBRAER,ERJ 170-200 LR,5145.0,0.7047619047619047,2022-11-07 21:20:00,0,False
JSX623,-117.426,34.647,0.18764067935338652,EMBRAER,EMB-135LR,4666.0,0.7047619047619047,2022-11-07 21:30:00,0,False
ASH5814,-117.981,34.6261,0.27808471454880296,BOMBARDIER INC,CL-600-2D24,2623.0,0.8057142857142856,2022-11-07 21:30:00,1,False
N43U,-118.516,34.6115,0.110292613055044,BEECH,200T,4740.0,0.2895238095238095,2022-11-07 21:30:00,3,True
SWA282,-118.33,34.4565,0.14262328626969512,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-07 21:40:00,3,False
UPS965,-118.125,34.7147,0.16472273378350727,AIRBUS INDUSTRIE,A300 F4-622R,3353.0,0.8114285714285714,2022-11-07 21:40:00,1,False
ASA386,-118.662,34.7922,0.3010026601186822,BOEING,737-890,1635.0,0.819047619047619,2022-11-07 21:40:00,2,False
UPS975,-117.775,34.4989,0.10906486597094332,MCDONNELL DOUGLAS,MD-11F,6654.0,0.7542857142857142,2022-11-07 21:40:00,0,False
SKW3761,-118.319,34.572,0.046654389195825666,EMBRAER S A,ERJ 170-200 LL,6040.0,0.44190476190476186,2022-11-07 21:40:00,1,False
TAI560,-118.507,34.6917,0.27706159197871905,AIRBUS,A320-233,4676.0,0.8247619047619048,2022-11-07 21:40:00,2,False
ASA1199,-118.735,34.8595,0.2600777573153264,BOEING,737-990,7226.0,0.7980952380952382,2022-11-07 21:40:00,2,False
SWA497,-117.842,34.5045,0.15387763454061798,BOEING,737-7BD,3762.0,0.6171428571428572,2022-11-07 21:40:00,0,False
